,FUNC_NAME,FUNC_LINE_NO
28840,"* copy of this software and associated documentation files (the ""Software""),  *",9
28841,"alt_remap_cached(volatile void* ptr, alt_u32 len)",41
28842,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28843,"* copy of this software and associated documentation files (the ""Software""),  *",9
28844,"alt_remap_uncached(void* ptr, alt_u32 len)",49
28845,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28846,"* copy of this software and associated documentation files (the ""Software""),  *",9
28847,"int ALT_RENAME (char *existing, char *new)",45
28848,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28849,"* copy of this software and associated documentation files (the ""Software""),  *",9
28850,caddr_t ALT_SBRK (int incr),68
28851,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28852,"* copy of this software and associated documentation files (the ""Software""),  *",9
28853,"int ALT_SETTIMEOFDAY (const struct timeval  *t,",72
28854,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28855,"* copy of this software and associated documentation files (the ""Software""),  *",9
28856,"int ALT_STAT (const char *file, struct stat *st)",49
28857,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28858,"* copy of this software and associated documentation files (the ""Software""),  *",9
28859,void alt_alarm_stop (alt_alarm* alarm),66
28860,void alt_tick (void),87
28861,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28862,"* copy of this software and associated documentation files (the ""Software""),  *",9
28863,clock_t ALT_TIMES (struct tms *buf),51
28864,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28865,"* copy of this software and associated documentation files (the ""Software""),  *",9
28866,alt_uncached_free(volatile void* ptr),40
28867,"* Copyright (c) 2003,2007 Altera Corporation, San Jose, California, USA.      *",5
28868,"* copy of this software and associated documentation files (the ""Software""),  *",9
28869,alt_uncached_malloc(size_t size),42
28870,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28871,"* copy of this software and associated documentation files (the ""Software""),  *",9
28872,int ALT_UNLINK (char *name),45
28873,int ALT_USLEEP (useconds_t us),46
28874,unsigned int ALT_USLEEP (unsigned int us),48
28875,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28876,"* copy of this software and associated documentation files (the ""Software""),  *",9
28877,int ALT_WAIT (int *status),44
28878,"* Copyright (c) 2006 Altera Corporation, San Jose, California, USA.           *",5
28879,"* copy of this software and associated documentation files (the ""Software""),  *",9
28880,"int ALT_WRITE (int file, const void *ptr, size_t len)",61
28881,"int ALT_WRITE (int file, const void *ptr, size_t len)",92
28882,int close (int fd),31
28883,void __attribute__ ((noreturn)) semihost_exit (int code),24
28884,void __attribute__ ((noreturn)) _exit (int code),35
28885,"int fstat (int fd, struct stat *buf)",34
28886,__hosted_to_gdb_mode_t (mode_t m),23
28887,__hosted_to_gdb_open_flags (int f),52
28888,__hosted_to_gdb_lseek_flags (int f),73
28889,"__hosted_from_gdb_stat (const struct gdb_stat *gs,",84
28890,"__hosted_from_gdb_timeval (const struct gdb_timeval *gt,",103
28891,__hosted_from_gdb_errno (int32_t err),111
28892,"int gettimeofday (struct timeval *tv, void *tzvp)",31
28893,void semihost_init_sim (),24
28894,int isatty (int fd),31
28895,"off_t lseek (int fd, off_t offset, int whence)",36
28896,"int open (const char *fname, int flags, ...)",38
28897,"ssize_t read (int fd, void *buf, size_t count)",33
28898,"int _rename (const char *oldpath, const char *newpath)",35
28899,"int stat (const char *filename, struct stat *buf)",37
28900,int _system (const char *command),34
28901,time_t time (time_t *t),31
28902,int unlink (const char *path),33
28903,"ssize_t write (int fd, const void *buf, size_t count)",33
28904,void alt_irq_init ( const void* base ),82
28905,void alt_sys_init( void ),93
28906,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28907,"* copy of this software and associated documentation files (the ""Software""),  *",9
28908,void alt_avalon_dma_launch_bidir (alt_avalon_dma_priv* priv),44
28909,static void alt_avalon_dma_launch_txonly (alt_avalon_dma_priv* priv),75
28910,static void alt_avalon_dma_launch_rxonly (alt_avalon_dma_priv* priv),100
28911,"static int alt_avalon_dma_ioctl (alt_avalon_dma_priv* priv, int req, void* arg)",124
28912,"int alt_avalon_dma_tx_ioctl (alt_dma_txchan dma,",268
28913,"int alt_avalon_dma_rx_ioctl (alt_dma_rxchan dma,",281
28914,"int alt_avalon_dma_prepare (alt_dma_rxchan   dma,",294
28915,int alt_avalon_dma_space (alt_dma_txchan dma),355
28916,"int alt_avalon_dma_send (alt_dma_txchan   dma,",385
28917,static void alt_avalon_dma_irq (void* context),446
28918,"static void alt_avalon_dma_irq (void* context, alt_u32 id)",448
28919,"void alt_avalon_dma_init (alt_avalon_dma_txchan* tx,",520
28920,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28921,"* copy of this software and associated documentation files (the ""Software""),  *",9
28922,static void alt_avalon_timer_sc_irq (void* base),54
28923,"static void alt_avalon_timer_sc_irq (void* base, alt_u32 id)",56
28924,"void alt_avalon_timer_sc_init (void* base, alt_u32 irq_controller_id, ",89
28925,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28926,"* copy of this software and associated documentation files (the ""Software""),  *",9
28927,int alt_timestamp_start(void),64
28928,alt_timestamp_type alt_timestamp(void),100
28929,alt_u32 alt_timestamp_freq(void),138
28930,"* Copyright (c) 2003 Altera Corporation, San Jose, California, USA.           *",5
28931,"* copy of this software and associated documentation files (the ""Software""),  *",9
28932,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28933,"* copy of this software and associated documentation files (the ""Software""),  *",9
28934,"int alt_ic_irq_enable(alt_u32 ic_id, alt_u32 irq)",39
28935,"int alt_ic_irq_disable(alt_u32 ic_id, alt_u32 irq)",71
28936,"alt_u32 alt_ic_irq_enabled(alt_u32 ic_id, alt_u32 irq)",105
28937,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28938,"* copy of this software and associated documentation files (the ""Software""),  *",9
28939,void alt_vic_irq_init (alt_vic_dev* pdev),45
28940,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28941,"* copy of this software and associated documentation files (the ""Software""),  *",9
28942,"int alt_ic_isr_register(alt_u32 ic_id,",59
28943,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28944,"* copy of this software and associated documentation files (the ""Software""),  *",9
28945,"int alt_vic_irq_set_level(alt_u32 ic_id, ",42
28946,"* Copyright (c) 2009 Altera Corporation, San Jose, California, USA.           *",5
28947,"* copy of this software and associated documentation files (the ""Software""),  *",9
28948,"int alt_vic_sw_interrupt_set(alt_u32 ic_id, alt_u32 irq)",41
28949,"int alt_vic_sw_interrupt_clear(alt_u32 ic_id, alt_u32 irq)",67
28950,"alt_u32 alt_vic_sw_interrupt_status(alt_u32 ic_id, alt_u32 irq)",94
28951,void altera_nios2_gen2_irq_init(void) ,34
28952,"* Copyright (c) 2017,2004 Altera Corporation, San Jose, California, USA.      *",5
28953,"* copy of this software and associated documentation files (the ""Software""),  *",9
28954,"int alt_alarm_start (alt_alarm* alarm, alt_u32 nticks,",64
28955,unsigned int alt_busy_sleep (unsigned int us),52
28956,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28957,"* copy of this software and associated documentation files (the ""Software""),  *",9
28958,"void alt_dcache_flush (void* start, alt_u32 len)",46
28959,"* Copyright (c) 2003-2005 Altera Corporation, San Jose, California, USA.      *",5
28960,"* copy of this software and associated documentation files (the ""Software""),  *",9
28961,void alt_dcache_flush_all (void),41
28962,"* Copyright (c) 2007 Altera Corporation, San Jose, California, USA.           *",5
28963,"* copy of this software and associated documentation files (the ""Software""),  *",9
28964,"void alt_dcache_flush_no_writeback (void* start, alt_u32 len)",49
28965,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28966,"* copy of this software and associated documentation files (the ""Software""),  *",9
28967,"static int alt_dev_null_write (alt_fd* fd, const char* ptr, int len)",76
28968,ALT_SEM(alt_fd_list_lock),109
28969,int alt_dev_reg (alt_dev* dev),151
28970,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28971,"* copy of this software and associated documentation files (the ""Software""),  *",9
28972,"int alt_dev_llist_insert (alt_dev_llist* dev, alt_llist* list)",40
28973,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28974,"* copy of this software and associated documentation files (the ""Software""),  *",9
28975,alt_dma_rxchan alt_dma_rxchan_open (const char* name),51
28976,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28977,"* copy of this software and associated documentation files (the ""Software""),  *",9
28978,alt_dma_txchan alt_dma_txchan_open (const char* name),51
28979,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28980,"* copy of this software and associated documentation files (the ""Software""),  *",9
28981,void _do_ctors(void),58
28982,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28983,"* copy of this software and associated documentation files (the ""Software""),  *",9
28984,void _do_dtors(void),58
28985,"* Copyright (c) 2013 Altera Corporation, San Jose, California, USA.           *",5
28986,"* copy of this software and associated documentation files (the ""Software""),  *",9
28987,alt_ecc_fatal_exception_register(alt_u32 handler),66
28988,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28989,"* copy of this software and associated documentation files (the ""Software""),  *",9
28990,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28991,"* copy of this software and associated documentation files (the ""Software""),  *",9
28992,void __env_lock ( struct _reent *_r ),43
28993,void __env_unlock ( struct _reent *_r ),51
28994,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28995,"* copy of this software and associated documentation files (the ""Software""),  *",9
28996,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
28997,"* copy of this software and associated documentation files (the ""Software""),  *",9
28998,"int ALT_EXECVE (char *name, char ** argv, char** env)",45
28999,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
29000,"* copy of this software and associated documentation files (the ""Software""),  *",9
29001,void ALT_EXIT (int exit_code),52
29002,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
29003,"* copy of this software and associated documentation files (the ""Software""),  *",9
29004,"int ALT_FCNTL (int file, int cmd, ...)",66
29005,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
29006,"* copy of this software and associated documentation files (the ""Software""),  *",9
29007,int alt_fd_lock (alt_fd* fd),54
29008,"* Copyright (c) 2004 Altera Corporation, San Jose, California, USA.           *",5
